
            P L A N E   S T R E S S                           



xzy 18/12/29                                                                    


 npoin = 273     nelem = 240     nvfix =  26     ntype =   1
       128  0.233818E+03 -0.852274E+02
       129  0.265860E+03 -0.730406E+02
       130  0.296660E+03 -0.623649E+02
       131  0.326126E+03 -0.528374E+02
       132  0.354335E+03 -0.439902E+02
       133  0.381424E+03 -0.353409E+02
       134  0.407541E+03 -0.263954E+02
       135  0.432832E+03 -0.166134E+02
       136  0.457466E+03 -0.536726E+01
       137  0.481686E+03  0.808731E+01
       138  0.000000E+00 -0.161455E+03
       139  0.315132E+02 -0.159857E+03
       140  0.629036E+02 -0.155056E+03
       141  0.941825E+02 -0.147142E+03
       142  0.125493E+03 -0.136514E+03
       143  0.156978E+03 -0.123995E+03
       144  0.188593E+03 -0.110669E+03
       145  0.220078E+03 -0.975219E+02
       146  0.251062E+03 -0.851665E+02
       147  0.281235E+03 -0.737880E+02
       148  0.310418E+03 -0.632602E+02
       149  0.338567E+03 -0.532857E+02
       150  0.365721E+03 -0.434876E+02
       151  0.391969E+03 -0.334446E+02
       152  0.417437E+03 -0.226947E+02
       153  0.442300E+03 -0.107300E+02
       154  0.466828E+03  0.299741E+01
       155  0.000000E+00 -0.168306E+03
       156  0.294941E+02 -0.166777E+03
       157  0.589915E+02 -0.162245E+03
       158  0.885434E+02 -0.154907E+03
       159  0.118243E+03 -0.145180E+03
       160  0.148152E+03 -0.133715E+03
       161  0.178226E+03 -0.121296E+03
       162  0.208288E+03 -0.108655E+03
       163  0.238081E+03 -0.963136E+02
       164  0.267357E+03 -0.845205E+02
       165  0.000000E+00 -0.175025E+03
       166  0.278432E+02 -0.173586E+03
       167  0.557437E+02 -0.169340E+03
       168  0.837704E+02 -0.162507E+03
       169  0.111992E+03 -0.153477E+03
       170  0.140443E+03 -0.142782E+03
       171  0.169082E+03 -0.131033E+03
       172  0.197786E+03 -0.118807E+03
       173  0.226376E+03 -0.106548E+03
       174  0.254659E+03 -0.945189E+02
       175  0.000000E+00 -0.181742E+03
       176  0.263742E+02 -0.180384E+03
       177  0.528285E+02 -0.176381E+03
       178  0.794397E+02 -0.169949E+03
       179  0.106270E+03 -0.161437E+03
       180  0.133345E+03 -0.151298E+03
       181  0.160637E+03 -0.140037E+03
       182  0.188062E+03 -0.128132E+03
       183  0.215491E+03 -0.115974E+03
       184  0.242780E+03 -0.103820E+03
       185  0.000000E+00 -0.188476E+03
       186  0.249477E+02 -0.187181E+03
       187  0.499908E+02 -0.183365E+03
       188  0.752158E+02 -0.177227E+03
       189  0.100688E+03 -0.169085E+03
       190  0.126439E+03 -0.159337E+03
       191  0.152457E+03 -0.148423E+03
       192  0.178684E+03 -0.136761E+03
       193  0.205028E+03 -0.124703E+03
       194  0.231380E+03 -0.112498E+03
       195  0.000000E+00 -0.195172E+03
       196  0.234417E+02 -0.193922E+03
       197  0.470027E+02 -0.190239E+03
       198  0.707894E+02 -0.184309E+03
       199  0.948835E+02 -0.176424E+03
       200  0.119331E+03 -0.166949E+03
       201  0.144134E+03 -0.156282E+03
       202  0.169254E+03 -0.144805E+03
       203  0.194619E+03 -0.132846E+03
       204  0.220134E+03 -0.120646E+03
       205  0.000000E+00 -0.201700E+03
       206  0.000000E+00 -0.207841E+03
       207  0.217258E+02 -0.200485E+03
       208  0.196358E+02 -0.206661E+03
       209  0.436173E+02 -0.196901E+03
       210  0.395236E+02 -0.203177E+03
       211  0.658226E+02 -0.191126E+03
       212  0.598887E+02 -0.197557E+03
       213  0.884563E+02 -0.183433E+03
       214  0.809059E+02 -0.190058E+03
       215  0.111588E+03 -0.174164E+03
       216  0.102681E+03 -0.181001E+03
       217  0.135234E+03 -0.163692E+03
       218  0.125244E+03 -0.170736E+03
       219  0.159361E+03 -0.152376E+03
       220  0.148545E+03 -0.159601E+03
       221  0.183895E+03 -0.140526E+03
       222  0.172475E+03 -0.147894E+03
       223  0.208733E+03 -0.128377E+03
       224  0.196883E+03 -0.135842E+03
       225  0.295933E+03 -0.732827E+02
       226  0.282477E+03 -0.827980E+02
       227  0.269799E+03 -0.917869E+02
       228  0.257630E+03 -0.100282E+03
       229  0.245702E+03 -0.108348E+03
       230  0.233764E+03 -0.116075E+03
       231  0.221605E+03 -0.123590E+03
       232  0.323714E+03 -0.624369E+02
       233  0.350680E+03 -0.517151E+02
       234  0.376875E+03 -0.407889E+02
       235  0.402394E+03 -0.292946E+02
       236  0.427401E+03 -0.168544E+02
       237  0.452151E+03 -0.310575E+01
       238  0.309723E+03 -0.713146E+02
       239  0.296447E+03 -0.798641E+02
       240  0.283689E+03 -0.880823E+02
       241  0.271235E+03 -0.960013E+02
       242  0.258885E+03 -0.103681E+03
       243  0.246492E+03 -0.111209E+03
       244  0.336352E+03 -0.598942E+02
       245  0.362373E+03 -0.482995E+02
       246  0.387856E+03 -0.362669E+02
       247  0.412936E+03 -0.235413E+02
       248  0.437832E+03 -0.991988E+01
       249  0.322669E+03 -0.679487E+02
       250  0.309497E+03 -0.758455E+02
       251  0.296668E+03 -0.835848E+02
       252  0.284018E+03 -0.911916E+02
       253  0.271431E+03 -0.987072E+02
       254  0.348455E+03 -0.558811E+02
       255  0.373848E+03 -0.434853E+02
       256  0.398949E+03 -0.306104E+02
       257  0.423928E+03 -0.171806E+02
       258  0.335030E+03 -0.634710E+02
       259  0.321965E+03 -0.710363E+02
       260  0.309114E+03 -0.785671E+02
       261  0.296363E+03 -0.860623E+02
       262  0.360308E+03 -0.508509E+02
       263  0.385397E+03 -0.379142E+02
       264  0.410413E+03 -0.246766E+02
       265  0.347124E+03 -0.582949E+02
       266  0.372181E+03 -0.453433E+02
       267  0.397202E+03 -0.322541E+02
       268  0.334161E+03 -0.657739E+02
       269  0.321284E+03 -0.732570E+02
       270  0.359173E+03 -0.528259E+02
       271  0.346225E+03 -0.603182E+02
       272  0.384179E+03 -0.398171E+02
       273  0.371207E+03 -0.473351E+02
     Reactions

      Node      X-reac.       Y-reac.

         1  0.000000E+00  0.127787E+02
         2  0.000000E+00  0.168307E+02
         5  0.000000E+00  0.801899E+01
         7  0.000000E+00  0.269729E+01
         9  0.000000E+00 -0.203990E+00
        11  0.000000E+00 -0.186921E+01
        13  0.000000E+00 -0.306504E+01
        15  0.000000E+00 -0.416373E+01
        17  0.000000E+00 -0.537628E+01
        19  0.000000E+00 -0.685389E+01
        21  0.000000E+00 -0.895310E+01
        23  0.000000E+00 -0.107678E+02
        24  0.000000E+00  0.927359E+00
        69 -0.247868E+02  0.000000E+00
        70 -0.472535E+02  0.000000E+00
        87 -0.431128E+02  0.000000E+00
       104 -0.388479E+02  0.000000E+00
       121 -0.352515E+02  0.000000E+00
       138 -0.324448E+02  0.000000E+00
       155 -0.302369E+02  0.000000E+00
       165 -0.283968E+02  0.000000E+00
       175 -0.267503E+02  0.000000E+00
       185 -0.251623E+02  0.000000E+00
       195 -0.235143E+02  0.000000E+00
       205 -0.216814E+02  0.000000E+00
       206 -0.100602E+02  0.000000E+00
     Stresses


 No.       X-coord   Y-coord   XX-stress     YY-stress    XY-stress

     Element No. =    1
 ===== Gaussian stresses by shape function =====
    1      1.0528    0.0528 -0.384293E+01 -0.104800E+03 -0.626062E+01
    2      1.0528    0.1972 -0.434941E+01 -0.104952E+03  0.477570E+01
    3      1.1972    0.0528  0.561669E+01 -0.732681E+02 -0.643787E+01
    4      1.1972    0.1972  0.511019E+01 -0.734200E+02  0.459841E+01
 ===== Nodal stresses by extrapolation =====
    1      1.0000   -0.0000 -0.712001E+01 -0.116286E+03 -0.102353E+02
    2      1.0000    0.2500 -0.799724E+01 -0.116549E+03  0.888016E+01
    3      1.2500   -0.0000  0.926454E+01 -0.616709E+02 -0.105423E+02
    4      1.2500    0.2500  0.838725E+01 -0.619341E+02  0.857308E+01
 ===== Nodal stresses by shape function =====
    1      1.0000    0.0000 -0.711995E+01 -0.116286E+03 -0.102352E+02
    2      1.0000    0.2500 -0.799727E+01 -0.116549E+03  0.888009E+01
    3      1.2500    0.0000  0.926460E+01 -0.616709E+02 -0.105423E+02
    4      1.2500    0.2500  0.838733E+01 -0.619341E+02  0.857302E+01

     Element No. =    2
 ===== Gaussian stresses by shape function =====
    1      1.3028    0.0528  0.269067E+01 -0.568406E+02 -0.784520E+01
    2      1.3028    0.1972  0.332062E+01 -0.566516E+02 -0.697235E+00
    3      1.4472    0.0528  0.881752E+01 -0.364178E+02 -0.762477E+01
    4      1.4472    0.1972  0.944753E+01 -0.362288E+02 -0.476784E+00
 ===== Nodal stresses by extrapolation =====
    1      1.2500   -0.0000  0.217521E+00 -0.643850E+02 -0.105422E+02
    2      1.2500    0.2500  0.130858E+01 -0.640578E+02  0.183841E+01
    3      1.5000   -0.0000  0.108295E+02 -0.290117E+02 -0.101604E+02
    4      1.5000    0.2500  0.119207E+02 -0.286844E+02  0.222025E+01
 ===== Nodal stresses by shape function =====
    1      1.2500    0.0000  0.217484E+00 -0.643851E+02 -0.105423E+02
    2      1.2500    0.2500  0.130867E+01 -0.640577E+02  0.183839E+01
    3      1.5000    0.0000  0.108295E+02 -0.290117E+02 -0.101604E+02
    4      1.5000    0.2500  0.119207E+02 -0.286843E+02  0.222027E+01

     Element No. =    3
 ===== Gaussian stresses by shape function =====
    1      1.1972    0.4472  0.780243E+01 -0.659405E+02  0.284847E+01
    2      1.1972    0.3028  0.730598E+01 -0.660895E+02 -0.941766E+01
    3      1.0528    0.4472 -0.271135E+01 -0.100986E+03  0.267473E+01
    4      1.0528    0.3028 -0.320778E+01 -0.101135E+03 -0.959138E+01
 ===== Nodal stresses by extrapolation =====
    1      1.2500    0.5000  0.118325E+02 -0.530583E+02  0.740178E+01
    2      1.2500    0.2500  0.109726E+02 -0.533163E+02 -0.138438E+02
    3      1.0000    0.5000 -0.637796E+01 -0.113760E+03  0.710085E+01
    4      1.0000    0.2500 -0.723779E+01 -0.114017E+03 -0.141447E+02
 ===== Nodal stresses by shape function =====
    1      1.2500    0.5000  0.118324E+02 -0.530583E+02  0.740173E+01
    2      1.2500    0.2500  0.109727E+02 -0.533162E+02 -0.138438E+02
    3      1.0000    0.5000 -0.637801E+01 -0.113760E+03  0.710083E+01
    4      1.0000    0.2500 -0.723767E+01 -0.114018E+03 -0.141446E+02

     Element No. =    4
 ===== Gaussian stresses by shape function =====
    1      1.4472    0.3028  0.116875E+02 -0.318060E+02 -0.173740E+02
    2      1.3028    0.3028  0.654828E+01 -0.489374E+02 -0.181132E+02
    3      1.4472    0.4472  0.137993E+02 -0.311725E+02 -0.113781E+02
    4      1.3028    0.4472  0.866001E+01 -0.483038E+02 -0.121172E+02
 ===== Nodal stresses by extrapolation =====
    1      1.5000    0.2500  0.127956E+02 -0.257674E+02 -0.192982E+02
    2      1.2500    0.2500  0.389428E+01 -0.554398E+02 -0.205784E+02
    3      1.5000    0.5000  0.164535E+02 -0.246702E+02 -0.891284E+01
    4      1.2500    0.5000  0.755181E+01 -0.543424E+02 -0.101931E+02
 ===== Nodal stresses by shape function =====
    1      1.5000    0.2500  0.127958E+02 -0.257674E+02 -0.192981E+02
    2      1.2500    0.2500  0.389409E+01 -0.554398E+02 -0.205784E+02
    3      1.5000    0.5000  0.164536E+02 -0.246701E+02 -0.891285E+01
    4      1.2500    0.5000  0.755188E+01 -0.543424E+02 -0.101931E+02

     Element No. =    5
 ===== Gaussian stresses by shape function =====
    1      1.5528    0.0528  0.149029E+02 -0.245003E+02 -0.865747E+01
    2      1.5528    0.1972  0.167589E+02 -0.239435E+02 -0.520097E+01
    3      1.6972    0.0528  0.178656E+02 -0.146245E+02 -0.800792E+01
    4      1.6972    0.1972  0.197216E+02 -0.140678E+02 -0.455135E+01
 ===== Nodal stresses by extrapolation =====
    1      1.5000   -0.0000  0.131391E+02 -0.283188E+02 -0.101604E+02
    2      1.5000    0.2500  0.163538E+02 -0.273545E+02 -0.417358E+01
    3      1.7500   -0.0000  0.182707E+02 -0.112136E+02 -0.903536E+01
    4      1.7500    0.2500  0.214854E+02 -0.102493E+02 -0.304838E+01
 ===== Nodal stresses by shape function =====
    1      1.5000    0.0000  0.131392E+02 -0.283189E+02 -0.101604E+02
    2      1.5000    0.2500  0.163538E+02 -0.273545E+02 -0.417357E+01
    3      1.7500    0.0000  0.182708E+02 -0.112136E+02 -0.903522E+01
    4      1.7500    0.2500  0.214854E+02 -0.102493E+02 -0.304838E+01

     Element No. =    6
 ===== Gaussian stresses by shape function =====
    1      1.6972    0.4472  0.314437E+02 -0.127622E+02 -0.187215E+02
    2      1.6972    0.3028  0.228262E+02 -0.153475E+02 -0.208082E+02
    3      1.5528    0.4472  0.296552E+02 -0.187239E+02 -0.217377E+02
    4      1.5528    0.3028  0.210376E+02 -0.213091E+02 -0.238243E+02
 ===== Nodal stresses by extrapolation =====
    1      1.7500    0.5000  0.352526E+02 -0.963386E+01 -0.168538E+02
    2      1.7500    0.2500  0.203266E+02 -0.141116E+02 -0.204680E+02
    3      1.5000    0.5000  0.321548E+02 -0.199597E+02 -0.220779E+02
    4      1.5000    0.2500  0.172287E+02 -0.244375E+02 -0.256920E+02
 ===== Nodal stresses by shape function =====
    1      1.7500    0.5000  0.352524E+02 -0.963386E+01 -0.168539E+02
    2      1.7500    0.2500  0.203267E+02 -0.141116E+02 -0.204680E+02
    3      1.5000    0.5000  0.321546E+02 -0.199598E+02 -0.220779E+02
    4      1.5000    0.2500  0.172289E+02 -0.244376E+02 -0.256920E+02

     Element No. =    7
 ===== Gaussian stresses by shape function =====
    1      1.8028    0.0528  0.292889E+02 -0.661012E+01 -0.817218E+01
    2      1.8028    0.1972  0.321292E+02 -0.575808E+01 -0.680826E+01
    3      1.9472    0.0528  0.304580E+02 -0.271319E+01 -0.717810E+01
    4      1.9472    0.1972  0.332983E+02 -0.186114E+01 -0.581418E+01
 ===== Nodal stresses by extrapolation =====
    1      1.7500   -0.0000  0.278214E+02 -0.834836E+01 -0.903526E+01
    2      1.7500    0.2500  0.327408E+02 -0.687259E+01 -0.667289E+01
    3      2.0000   -0.0000  0.298462E+02 -0.159869E+01 -0.731347E+01
    4      2.0000    0.2500  0.347659E+02 -0.122889E+00 -0.495110E+01
 ===== Nodal stresses by shape function =====
    1      1.7500    0.0000  0.278214E+02 -0.834838E+01 -0.903522E+01
    2      1.7500    0.2500  0.327408E+02 -0.687255E+01 -0.667285E+01
    3      2.0000    0.0000  0.298463E+02 -0.159871E+01 -0.731342E+01
    4      2.0000    0.2500  0.347657E+02 -0.122864E+00 -0.495103E+01

     Element No. =    8
 ===== Gaussian stresses by shape function =====
    1      1.9472    0.3028  0.361295E+02 -0.543658E+01 -0.194411E+02
    2      1.8028    0.3028  0.351803E+02 -0.860139E+01 -0.225493E+02
    3      1.9472    0.4472  0.450102E+02 -0.277241E+01 -0.183334E+02
    4      1.8028    0.4472  0.440607E+02 -0.593717E+01 -0.214416E+02
 ===== Nodal stresses by extrapolation =====
    1      2.0000    0.2500  0.332263E+02 -0.525334E+01 -0.187089E+02
    2      1.7500    0.2500  0.315825E+02 -0.107350E+02 -0.240924E+02
    3      2.0000    0.5000  0.486084E+02 -0.638872E+00 -0.167903E+02
    4      1.7500    0.5000  0.469635E+02 -0.612038E+01 -0.221738E+02
 ===== Nodal stresses by shape function =====
    1      2.0000    0.2500  0.332266E+02 -0.525336E+01 -0.187089E+02
    2      1.7500    0.2500  0.315822E+02 -0.107349E+02 -0.240925E+02
    3      2.0000    0.5000  0.486083E+02 -0.638855E+00 -0.167903E+02
    4      1.7500    0.5000  0.469638E+02 -0.612044E+01 -0.221739E+02

     Element No. =    9
 ===== Gaussian stresses by shape function =====
    1      2.0528    0.0528  0.426681E+02  0.280861E+01 -0.676849E+01
    2      2.0528    0.1972  0.452382E+02  0.357965E+01 -0.617929E+01
    3      2.1972    0.0528  0.431732E+02  0.449225E+01 -0.586904E+01
    4      2.1972    0.1972  0.457433E+02  0.526329E+01 -0.527977E+01
 ===== Nodal stresses by extrapolation =====
    1      2.0000   -0.0000  0.415424E+02  0.191013E+01 -0.731336E+01
    2      2.0000    0.2500  0.459941E+02  0.324562E+01 -0.629289E+01
    3      2.2500   -0.0000  0.424173E+02  0.482628E+01 -0.575552E+01
    4      2.2500    0.2500  0.468690E+02  0.616176E+01 -0.473482E+01
 ===== Nodal stresses by shape function =====
    1      2.0000    0.0000  0.415425E+02  0.191021E+01 -0.731342E+01
    2      2.0000    0.2500  0.459940E+02  0.324566E+01 -0.629275E+01
    3      2.2500    0.0000  0.424173E+02  0.482635E+01 -0.575543E+01
    4      2.2500    0.2500  0.468689E+02  0.616180E+01 -0.473478E+01

     Element No. =   10
 ===== Gaussian stresses by shape function =====
    1      2.1972    0.4472  0.553790E+02  0.371301E+01 -0.156024E+02
    2      2.1972    0.3028  0.479420E+02  0.148200E+01 -0.162558E+02
    3      2.0528    0.4472  0.548188E+02  0.184619E+01 -0.182052E+02
    4      2.0528    0.3028  0.473820E+02 -0.384884E+00 -0.188586E+02
 ===== Nodal stresses by extrapolation =====
    1      2.2500    0.5000  0.583061E+02  0.521292E+01 -0.144105E+02
    2      2.2500    0.2500  0.454249E+02  0.134872E+01 -0.155423E+02
    3      2.0000    0.5000  0.573359E+02  0.197952E+01 -0.189188E+02
    4      2.0000    0.2500  0.444549E+02 -0.188485E+01 -0.200505E+02
 ===== Nodal stresses by shape function =====
    1      2.2500    0.5000  0.583059E+02  0.521302E+01 -0.144105E+02
    2      2.2500    0.2500  0.454250E+02  0.134876E+01 -0.155422E+02
    3      2.0000    0.5000  0.573359E+02  0.197946E+01 -0.189189E+02
    4      2.0000    0.2500  0.444548E+02 -0.188483E+01 -0.200506E+02

     Element No. =   11
 ===== Gaussian stresses by shape function =====
    1      2.3028    0.0528  0.535891E+02  0.856049E+01 -0.533754E+01
    2      2.3028    0.1972  0.557025E+02  0.919446E+01 -0.493551E+01
    3      2.4472    0.0528  0.539338E+02  0.970925E+01 -0.459798E+01
    4      2.4472    0.1972  0.560471E+02  0.103432E+02 -0.419589E+01
 ===== Nodal stresses by extrapolation =====
    1      2.2500   -0.0000  0.526895E+02  0.790798E+01 -0.575538E+01
    2      2.2500    0.2500  0.563499E+02  0.900602E+01 -0.505909E+01
    3      2.5000   -0.0000  0.532864E+02  0.989766E+01 -0.447446E+01
    4      2.5000    0.2500  0.569468E+02  0.109958E+02 -0.377799E+01
 ===== Nodal stresses by shape function =====
    1      2.2500    0.0000  0.526895E+02  0.790795E+01 -0.575543E+01
    2      2.2500    0.2500  0.563498E+02  0.900604E+01 -0.505906E+01
    3      2.5000    0.0000  0.532865E+02  0.989766E+01 -0.447437E+01
    4      2.5000    0.2500  0.569468E+02  0.109957E+02 -0.377797E+01

     Element No. =   12
 ===== Gaussian stresses by shape function =====
    1      2.4472    0.3028  0.576813E+02  0.687610E+01 -0.128475E+02
    2      2.3028    0.3028  0.572346E+02  0.538742E+01 -0.149180E+02
    3      2.4472    0.4472  0.635967E+02  0.865072E+01 -0.123265E+02
    4      2.3028    0.4472  0.631501E+02  0.716211E+01 -0.143969E+02
 ===== Nodal stresses by extrapolation =====
    1      2.5000    0.2500  0.556796E+02  0.677145E+01 -0.122803E+02
    2      2.2500    0.2500  0.549060E+02  0.419294E+01 -0.158665E+02
    3      2.5000    0.5000  0.659254E+02  0.984514E+01 -0.113780E+02
    4      2.2500    0.5000  0.651518E+02  0.726683E+01 -0.149640E+02
 ===== Nodal stresses by shape function =====
    1      2.5000    0.2500  0.556793E+02  0.677136E+01 -0.122804E+02
    2      2.2500    0.2500  0.549059E+02  0.419300E+01 -0.158665E+02
    3      2.5000    0.5000  0.659253E+02  0.984515E+01 -0.113780E+02
    4      2.2500    0.5000  0.651519E+02  0.726677E+01 -0.149640E+02

     Element No. =   13
 ===== Gaussian stresses by shape function =====
    1      2.5528    0.0528  0.618603E+02  0.129381E+02 -0.406545E+01
    2      2.5528    0.1972  0.636462E+02  0.134738E+02 -0.357343E+01
    3      2.6972    0.0528  0.622821E+02  0.143438E+02 -0.344036E+01
    4      2.6972    0.1972  0.640679E+02  0.148796E+02 -0.294834E+01
 ===== Nodal stresses by extrapolation =====
    1      2.5000   -0.0000  0.610523E+02  0.122274E+02 -0.447435E+01
    2      2.5000    0.2500  0.641454E+02  0.131554E+02 -0.362214E+01
    3      2.7500   -0.0000  0.617827E+02  0.146623E+02 -0.339166E+01
    4      2.7500    0.2500  0.648759E+02  0.155903E+02 -0.253945E+01
 ===== Nodal stresses by shape function =====
    1      2.5000    0.0000  0.610522E+02  0.122274E+02 -0.447437E+01
    2      2.5000    0.2500  0.641455E+02  0.131554E+02 -0.362216E+01
    3      2.7500    0.0000  0.617827E+02  0.146623E+02 -0.339172E+01
    4      2.7500    0.2500  0.648760E+02  0.155902E+02 -0.253951E+01

     Element No. =   14
 ===== Gaussian stresses by shape function =====
    1      2.6972    0.4472  0.701830E+02  0.130824E+02 -0.904016E+01
    2      2.6972    0.3028  0.653085E+02  0.116201E+02 -0.959204E+01
    3      2.5528    0.4472  0.697101E+02  0.115057E+02 -0.107462E+02
    4      2.5528    0.3028  0.648355E+02  0.100433E+02 -0.112981E+02
 ===== Nodal stresses by extrapolation =====
    1      2.7500    0.5000  0.721403E+02  0.141947E+02 -0.821369E+01
    2      2.7500    0.2500  0.636975E+02  0.116619E+02 -0.916959E+01
    3      2.5000    0.5000  0.713212E+02  0.114639E+02 -0.111687E+02
    4      2.5000    0.2500  0.628781E+02  0.893095E+01 -0.121245E+02
 ===== Nodal stresses by shape function =====
    1      2.7500    0.5000  0.721404E+02  0.141947E+02 -0.821375E+01
    2      2.7500    0.2500  0.636974E+02  0.116618E+02 -0.916949E+01
    3      2.5000    0.5000  0.713211E+02  0.114639E+02 -0.111688E+02
    4      2.5000    0.2500  0.628781E+02  0.893097E+01 -0.121246E+02

     Element No. =   15
 ===== Gaussian stresses by shape function =====
    1      2.8028    0.0528  0.674891E+02  0.170745E+02 -0.289777E+01
    2      2.8028    0.1972  0.692420E+02  0.176003E+02 -0.216193E+01
    3      2.9472    0.0528  0.681199E+02  0.191770E+02 -0.228434E+01
    4      2.9472    0.1972  0.698728E+02  0.197028E+02 -0.154848E+01
 ===== Nodal stresses by extrapolation =====
    1      2.7500   -0.0000  0.666167E+02  0.161125E+02 -0.339164E+01
    2      2.7500    0.2500  0.696528E+02  0.170233E+02 -0.211713E+01
    3      3.0000   -0.0000  0.677091E+02  0.197540E+02 -0.232915E+01
    4      3.0000    0.2500  0.707453E+02  0.206649E+02 -0.105460E+01
 ===== Nodal stresses by shape function =====
    1      2.7500    0.0000  0.666167E+02  0.161125E+02 -0.339172E+01
    2      2.7500    0.2500  0.696527E+02  0.170233E+02 -0.211719E+01
    3      3.0000    0.0000  0.677091E+02  0.197541E+02 -0.232910E+01
    4      3.0000    0.2500  0.707452E+02  0.206649E+02 -0.105456E+01

     Element No. =   16
 ===== Gaussian stresses by shape function =====
    1      2.9472    0.3028  0.709209E+02  0.162069E+02 -0.633043E+01
    2      2.8028    0.3028  0.703470E+02  0.142939E+02 -0.792023E+01
    3      2.9472    0.4472  0.754632E+02  0.175696E+02 -0.566086E+01
    4      2.8028    0.4472  0.748893E+02  0.156567E+02 -0.725074E+01
 ===== Nodal stresses by extrapolation =====
    1      3.0000    0.2500  0.694684E+02  0.164083E+02 -0.599362E+01
    2      2.7500    0.2500  0.684743E+02  0.130949E+02 -0.874718E+01
    3      3.0000    0.5000  0.773358E+02  0.187686E+02 -0.483384E+01
    4      2.7500    0.5000  0.763418E+02  0.154553E+02 -0.758763E+01
 ===== Nodal stresses by shape function =====
    1      3.0000    0.2500  0.694681E+02  0.164083E+02 -0.599354E+01
    2      2.7500    0.2500  0.684740E+02  0.130949E+02 -0.874720E+01
    3      3.0000    0.5000  0.773358E+02  0.187686E+02 -0.483384E+01
    4      2.7500    0.5000  0.763418E+02  0.154553E+02 -0.758746E+01

     Element No. =   17
 ===== Gaussian stresses by shape function =====
    1      3.0528    0.0528  0.701500E+02  0.215417E+02 -0.162445E+01
    2      3.0528    0.1972  0.724816E+02  0.222412E+02 -0.515458E+00
    3      3.1972    0.0528  0.711005E+02  0.247103E+02 -0.808440E+00
    4      3.1972    0.1972  0.734323E+02  0.254098E+02  0.300582E+00
 ===== Nodal stresses by extrapolation =====
    1      3.0000   -0.0000  0.689486E+02  0.201258E+02 -0.232904E+01
    2      3.0000    0.2500  0.729870E+02  0.213374E+02 -0.408234E+00
    3      3.2500   -0.0000  0.705950E+02  0.256141E+02 -0.915694E+00
    4      3.2500    0.2500  0.746337E+02  0.268256E+02  0.100521E+01
 ===== Nodal stresses by shape function =====
    1      3.0000    0.0000  0.689486E+02  0.201258E+02 -0.232910E+01
    2      3.0000    0.2500  0.729872E+02  0.213374E+02 -0.408217E+00
    3      3.2500    0.0000  0.705951E+02  0.256141E+02 -0.915649E+00
    4      3.2500    0.2500  0.746338E+02  0.268256E+02  0.100524E+01

     Element No. =   18
 ===== Gaussian stresses by shape function =====
    1      3.1972    0.4472  0.797925E+02  0.222658E+02 -0.177522E+01
    2      3.1972    0.3028  0.745419E+02  0.206907E+02 -0.255241E+01
    3      3.0528    0.4472  0.791263E+02  0.200454E+02 -0.361290E+01
    4      3.0528    0.3028  0.738758E+02  0.184702E+02 -0.439007E+01
 ===== Nodal stresses by extrapolation =====
    1      3.2500    0.5000  0.819582E+02  0.236551E+02 -0.818113E+00
    2      3.2500    0.2500  0.728639E+02  0.209269E+02 -0.216425E+01
    3      3.0000    0.5000  0.808042E+02  0.198092E+02 -0.400107E+01
    4      3.0000    0.2500  0.717102E+02  0.170808E+02 -0.534717E+01
 ===== Nodal stresses by shape function =====
    1      3.2500    0.5000  0.819584E+02  0.236551E+02 -0.818115E+00
    2      3.2500    0.2500  0.728641E+02  0.209269E+02 -0.216418E+01
    3      3.0000    0.5000  0.808045E+02  0.198091E+02 -0.400110E+01
    4      3.0000    0.2500  0.717102E+02  0.170808E+02 -0.534718E+01

     Element No. =   19
 ===== Gaussian stresses by shape function =====
    1      3.3028    0.0528  0.685849E+02  0.264989E+02  0.230179E+00
    2      3.3028    0.1972  0.730627E+02  0.278422E+02  0.179356E+01
    3      3.4472    0.0528  0.699250E+02  0.309657E+02  0.179742E+01
    4      3.4472    0.1972  0.744026E+02  0.323090E+02  0.336085E+01
 ===== Nodal stresses by extrapolation =====
    1      3.2500   -0.0000  0.664554E+02  0.243722E+02 -0.915705E+00
    2      3.2500    0.2500  0.742112E+02  0.266989E+02  0.179212E+01
    3      3.5000   -0.0000  0.687766E+02  0.321090E+02  0.179882E+01
    4      3.5000    0.2500  0.765320E+02  0.344356E+02  0.450678E+01
 ===== Nodal stresses by shape function =====
    1      3.2500    0.0000  0.664554E+02  0.243722E+02 -0.915649E+00
    2      3.2500    0.2500  0.742108E+02  0.266989E+02  0.179224E+01
    3      3.5000    0.0000  0.687765E+02  0.321090E+02  0.179877E+01
    4      3.5000    0.2500  0.765317E+02  0.344357E+02  0.450663E+01

     Element No. =   20
 ===== Gaussian stresses by shape function =====
    1      3.4472    0.3028  0.762415E+02  0.247141E+02  0.267793E+01
    2      3.3028    0.3028  0.755718E+02  0.224826E+02 -0.813758E-01
    3      3.4472    0.4472  0.841253E+02  0.270793E+02  0.345897E+01
    4      3.3028    0.4472  0.834557E+02  0.248477E+02  0.699661E+00
 ===== Nodal stresses by extrapolation =====
    1      3.5000    0.2500  0.736010E+02  0.246652E+02  0.340203E+01
    2      3.2500    0.2500  0.724410E+02  0.208001E+02 -0.137723E+01
    3      3.5000    0.5000  0.872561E+02  0.287619E+02  0.475483E+01
    4      3.2500    0.5000  0.860964E+02  0.248966E+02 -0.244360E-01
 ===== Nodal stresses by shape function =====
