
            P L A N E   S T R E S S                           



xzy 18/12/29                                                                    


 npoin = 160     nelem = 135     nvfix =  20     ntype =   1
        15  0.388183E+02 -0.169898E+03
        16  0.352459E+02 -0.178678E+03
        17  0.321888E+02 -0.187208E+03
        18  0.292427E+02 -0.195495E+03
        19  0.223021E+02 -0.210603E+03
        20  0.260830E+02 -0.203400E+03
        21  0.451208E+02 -0.204289E+03
        22  0.524551E+02 -0.196876E+03
        23  0.587101E+02 -0.188696E+03
        24  0.646070E+02 -0.179935E+03
        25  0.707122E+02 -0.170672E+03
        26  0.776942E+02 -0.160928E+03
        27  0.866572E+02 -0.150724E+03
        28  0.992915E+02 -0.140116E+03
        29  0.141361E+03 -0.110344E+03
        30  0.119972E+03 -0.129222E+03
        31  0.688459E+02 -0.194330E+03
        32  0.793285E+02 -0.186623E+03
        33  0.885685E+02 -0.178053E+03
        34  0.974371E+02 -0.168606E+03
        35  0.106614E+03 -0.158243E+03
        36  0.116897E+03 -0.146908E+03
        37  0.129473E+03 -0.134573E+03
        38  0.146682E+03 -0.121282E+03
        39  0.171750E+03 -0.107640E+03
        40  0.936416E+02 -0.181444E+03
        41  0.106781E+03 -0.173434E+03
        42  0.118878E+03 -0.164451E+03
        43  0.130753E+03 -0.154268E+03
        44  0.143069E+03 -0.142709E+03
        45  0.156631E+03 -0.129585E+03
        46  0.172738E+03 -0.114609E+03
        47  0.193553E+03 -0.972372E+02
        48  0.224779E+03 -0.755796E+02
        49  0.119404E+03 -0.166401E+03
        50  0.134737E+03 -0.158158E+03
        51  0.149583E+03 -0.148837E+03
        52  0.164493E+03 -0.138047E+03
        53  0.179969E+03 -0.125544E+03
        54  0.196751E+03 -0.111109E+03
        55  0.216061E+03 -0.944483E+02
        56  0.240145E+03 -0.750703E+02
        57  0.272606E+03 -0.532587E+02
        58  0.145724E+03 -0.149870E+03
        59  0.162935E+03 -0.141532E+03
        60  0.180488E+03 -0.132017E+03
        61  0.198435E+03 -0.120867E+03
        62  0.216961E+03 -0.107909E+03
        63  0.171973E+03 -0.132246E+03
        64  0.191021E+03 -0.123991E+03
        65  0.211399E+03 -0.114424E+03
        66  0.232374E+03 -0.103161E+03
        67  0.253676E+03 -0.902636E+02
        68  0.197308E+03 -0.113548E+03
        69  0.218601E+03 -0.105563E+03
        70  0.242225E+03 -0.959911E+02
        71  0.266239E+03 -0.847432E+02
        72  0.289879E+03 -0.723246E+02
        73  0.220568E+03 -0.933329E+02
        74  0.245343E+03 -0.857640E+02
        75  0.273161E+03 -0.760088E+02
        76  0.300134E+03 -0.647727E+02
        77  0.325418E+03 -0.532507E+02
        78  0.239848E+03 -0.702849E+02
        79  0.271411E+03 -0.631972E+02
        80  0.305023E+03 -0.527035E+02
        81  0.334196E+03 -0.417487E+02
        82  0.360055E+03 -0.320847E+02
        83  0.250865E+03 -0.407232E+02
        84  0.245547E+03  0.185115E+02
        85  0.333053E+03  0.148900E+02
        86  0.299150E+03 -0.335045E+02
        87  0.369965E+03  0.122846E+02
        88  0.338577E+03 -0.224955E+02
        89  0.367615E+03 -0.149579E+02
        90  0.399635E+03  0.133087E+02
        91  0.393415E+03 -0.853338E+01
        92  0.425357E+03  0.162970E+02
        93  0.236617E+03 -0.930770E+02
        94  0.258414E+03 -0.763610E+02
        95  0.283819E+03 -0.580455E+02
        96  0.313947E+03 -0.394262E+02
        97  0.275614E+03 -0.759433E+02
        98  0.313369E+03 -0.592254E+02
        99  0.349695E+03 -0.420072E+02
       100  0.384475E+03 -0.233857E+02
       101  0.417624E+03 -0.283534E+01
       102  0.449419E+03  0.196751E+02
       103  0.298854E+03 -0.605140E+02
       104  0.324032E+03 -0.445987E+02
       105  0.351048E+03 -0.294101E+02
       106  0.230171E+03 -0.932268E+02
       107  0.276940E+03 -0.502724E+02
       108  0.314692E+03 -0.324631E+02
       109  0.347564E+03 -0.229920E+02
       110  0.334984E+03 -0.750883E+02
       111  0.341486E+03 -0.310691E+02
       112  0.358634E+03 -0.170963E+02
       113  0.379580E+03 -0.110977E+02
       114  0.378242E+03 -0.166397E+02
       115  0.402217E+03 -0.766241E+01
       116  0.337188E+03 -0.458562E+02
       117  0.373538E+03 -0.312119E+02
       118  0.408044E+03 -0.155682E+02
       119  0.472253E+03  0.222972E+02
       120  0.440831E+03  0.195535E+01
       121  0.373434E+03 -0.390717E+02
       122  0.385890E+03  0.000000E+00
       123  0.394792E+03  0.000000E+00
       124  0.382873E+03 -0.177277E+02
       125  0.390419E+03 -0.729931E+01
       126  0.401642E+03  0.000000E+00
       127  0.410920E+03  0.000000E+00
       128  0.402598E+03 -0.408470E+01
       129  0.418798E+03 -0.259824E+01
       130  0.424722E+03  0.000000E+00
       131  0.361490E+03 -0.327546E+02
       132  0.385630E+03 -0.207819E+02
       133  0.407949E+03 -0.110535E+02
       134  0.426114E+03 -0.447602E+01
       135  0.437906E+03 -0.117263E+01
       136  0.441972E+03  0.000000E+00
       137  0.396857E+03 -0.211415E+02
       138  0.430547E+03 -0.874589E+01
       139  0.493548E+03  0.231815E+02
       140  0.462717E+03  0.549356E+01
       141  0.418748E+03 -0.122583E+02
       142  0.437453E+03 -0.515837E+01
       143  0.451068E+03 -0.654156E+00
       144  0.460987E+03  0.000000E+00
       145  0.458695E+03  0.828630E+00
       146  0.450929E+03 -0.311121E+01
       147  0.482220E+03  0.750880E+01
       148  0.512288E+03  0.215497E+02
       149  0.467374E+03  0.118865E+01
       150  0.526798E+03  0.169799E+02
       151  0.497440E+03  0.803520E+01
       152  0.477273E+03  0.407133E+01
       153  0.479634E+03  0.000000E+00
       154  0.479991E+03  0.368364E+01
       155  0.534111E+03  0.951818E+01
       156  0.505959E+03  0.765227E+01
       157  0.490356E+03  0.000000E+00
       158  0.493145E+03  0.000000E+00
       159  0.501888E+03  0.793866E+01
       160  0.532022E+03  0.101788E+01
     Reactions

      Node      X-reac.       Y-reac.

         1 -0.328722E+02  0.000000E+00
         2 -0.605945E+02  0.000000E+00
         3 -0.523772E+02  0.000000E+00
         4 -0.452224E+02  0.000000E+00
         5 -0.399649E+02  0.000000E+00
         6 -0.360006E+02  0.000000E+00
         7 -0.326188E+02  0.000000E+00
         8 -0.294112E+02  0.000000E+00
         9 -0.260182E+02  0.000000E+00
        10 -0.115829E+02  0.000000E+00
       122  0.000000E+00  0.170212E+02
       123  0.000000E+00  0.193638E+02
       126  0.000000E+00  0.650477E+01
       127  0.000000E+00  0.165001E+00
       130  0.000000E+00 -0.300808E+01
       136  0.000000E+00 -0.547994E+01
       144  0.000000E+00 -0.811942E+01
       153  0.000000E+00 -0.116658E+02
       157  0.000000E+00  0.322862E+00
       158  0.000000E+00 -0.151050E+02
     Stresses


 No.       X-coord   Y-coord   XX-stress     YY-stress    XY-stress

     Element No. =    1
 ===== Gaussian stresses by shape function =====
    1      0.0704    1.0704  0.201006E+03  0.434973E+01  0.369392E+00
    2      0.0704    1.2629  0.186253E+03 -0.762634E-01  0.462280E+00
    3      0.2629    1.0704  0.201086E+03  0.461512E+01 -0.479477E+01
    4      0.2629    1.2629  0.186332E+03  0.189125E+00 -0.470189E+01
 ===== Nodal stresses by extrapolation =====
    1     -0.0000    1.0000  0.206377E+03  0.587262E+01  0.222560E+01
    2     -0.0000    1.3333  0.180824E+03 -0.179343E+01  0.238650E+01
    3      0.3333    1.0000  0.206515E+03  0.633228E+01 -0.671897E+01
    4      0.3333    1.3333  0.180962E+03 -0.133376E+01 -0.655811E+01
 ===== Nodal stresses by shape function =====
    1      0.0000    1.0000  0.206377E+03  0.587262E+01  0.222562E+01
    2      0.0000    1.3333  0.180824E+03 -0.179346E+01  0.238649E+01
    3      0.3333    1.0000  0.206515E+03  0.633234E+01 -0.671896E+01
    4      0.3333    1.3333  0.180962E+03 -0.133374E+01 -0.655807E+01

     Element No. =    2
 ===== Gaussian stresses by shape function =====
    1      0.0704    1.4038  0.178165E+03  0.981061E+01  0.176350E+00
    2      0.0704    1.5962  0.159731E+03  0.428049E+01  0.588531E+00
    3      0.2629    1.4038  0.178518E+03  0.109880E+02 -0.627405E+01
    4      0.2629    1.5962  0.160085E+03  0.545798E+01 -0.586188E+01
 ===== Nodal stresses by extrapolation =====
    1     -0.0000    1.3333  0.184783E+03  0.114038E+02  0.238649E+01
    2     -0.0000    1.6667  0.152855E+03  0.182532E+01  0.310042E+01
    3      0.3333    1.3333  0.185395E+03  0.134431E+02 -0.878593E+01
    4      0.3333    1.6667  0.153467E+03  0.386483E+01 -0.807203E+01
 ===== Nodal stresses by shape function =====
    1      0.0000    1.3333  0.184783E+03  0.114038E+02  0.238649E+01
    2      0.0000    1.6667  0.152855E+03  0.182538E+01  0.310042E+01
    3      0.3333    1.3333  0.185395E+03  0.134432E+02 -0.878595E+01
    4      0.3333    1.6667  0.153467E+03  0.386478E+01 -0.807202E+01

     Element No. =    3
 ===== Gaussian stresses by shape function =====
    1      0.0704    1.7371  0.151546E+03  0.126909E+02  0.148023E+01
    2      0.0704    1.9296  0.137831E+03  0.857635E+01  0.185452E+01
    3      0.2629    1.7371  0.151867E+03  0.137605E+02 -0.332049E+01
    4      0.2629    1.9296  0.138152E+03  0.964590E+01 -0.294620E+01
 ===== Nodal stresses by extrapolation =====
    1     -0.0000    1.6667  0.156449E+03  0.138055E+02  0.310041E+01
    2     -0.0000    2.0000  0.132694E+03  0.667884E+01  0.374871E+01
    3      0.3333    1.6667  0.157005E+03  0.156580E+02 -0.521467E+01
    4      0.3333    2.0000  0.133249E+03  0.853134E+01 -0.456638E+01
 ===== Nodal stresses by shape function =====
    1      0.0000    1.6667  0.156449E+03  0.138055E+02  0.310042E+01
    2      0.0000    2.0000  0.132694E+03  0.667889E+01  0.374872E+01
    3      0.3333    1.6667  0.157005E+03  0.156579E+02 -0.521467E+01
    4      0.3333    2.0000  0.133249E+03  0.853131E+01 -0.456638E+01

     Element No. =    4
 ===== Gaussian stresses by shape function =====
    1      0.0704    2.0704  0.131276E+03  0.119805E+02  0.254441E+01
    2      0.0704    2.2629  0.122245E+03  0.927130E+01  0.241527E+01
    3      0.2629    2.0704  0.131165E+03  0.116115E+02 -0.616611E+00
    4      0.2629    2.2629  0.122135E+03  0.890226E+01 -0.745758E+00
 ===== Nodal stresses by extrapolation =====
    1     -0.0000    2.0000  0.134622E+03  0.131073E+02  0.374869E+01
    2     -0.0000    2.3333  0.118980E+03  0.841473E+01  0.352502E+01
    3      0.3333    2.0000  0.134430E+03  0.124681E+02 -0.172635E+01
    4      0.3333    2.3333  0.118789E+03  0.777553E+01 -0.195005E+01
 ===== Nodal stresses by shape function =====
    1      0.0000    2.0000  0.134622E+03  0.131072E+02  0.374872E+01
    2      0.0000    2.3333  0.118980E+03  0.841473E+01  0.352501E+01
    3      0.3333    2.0000  0.134430E+03  0.124680E+02 -0.172635E+01
    4      0.3333    2.3333  0.118789E+03  0.777551E+01 -0.195006E+01

     Element No. =    5
 ===== Gaussian stresses by shape function =====
    1      0.0704    2.4038  0.117034E+03  0.947452E+01  0.258177E+01
    2      0.0704    2.5962  0.110234E+03  0.743466E+01  0.238414E+01
    3      0.2629    2.4038  0.116864E+03  0.891006E+01  0.202427E+00
    4      0.2629    2.5962  0.110065E+03  0.687015E+01  0.479126E-02
 ===== Nodal stresses by extrapolation =====
    1     -0.0000    2.3333  0.119584E+03  0.104278E+02  0.352501E+01
    2     -0.0000    2.6667  0.107807E+03  0.689466E+01  0.318270E+01
    3      0.3333    2.3333  0.119291E+03  0.945013E+01 -0.596134E+00
    4      0.3333    2.6667  0.107514E+03  0.591685E+01 -0.938451E+00
 ===== Nodal stresses by shape function =====
    1      0.0000    2.3333  0.119584E+03  0.104279E+02  0.352501E+01
    2      0.0000    2.6667  0.107807E+03  0.689471E+01  0.318271E+01
    3      0.3333    2.3333  0.119291E+03  0.945007E+01 -0.596130E+00
    4      0.3333    2.6667  0.107514E+03  0.591693E+01 -0.938446E+00

     Element No. =    6
 ===== Gaussian stresses by shape function =====
    1      0.0704    2.7371  0.105826E+03  0.675098E+01  0.237582E+01
    2      0.0704    2.9296  0.100007E+03  0.500537E+01  0.220818E+01
    3      0.2629    2.7371  0.105682E+03  0.627191E+01  0.339035E+00
    4      0.2629    2.9296  0.998633E+02  0.452631E+01  0.171387E+00
 ===== Nodal stresses by extrapolation =====
    1     -0.0000    2.6667  0.108008E+03  0.756526E+01  0.318270E+01
    2     -0.0000    3.0000  0.979298E+02  0.454178E+01  0.289233E+01
    3      0.3333    2.6667  0.107759E+03  0.673550E+01 -0.345116E+00
    4      0.3333    3.0000  0.976809E+02  0.371202E+01 -0.635494E+00
 ===== Nodal stresses by shape function =====
    1      0.0000    2.6667  0.108008E+03  0.756531E+01  0.318271E+01
    2      0.0000    3.0000  0.979298E+02  0.454175E+01  0.289232E+01
    3      0.3333    2.6667  0.107759E+03  0.673560E+01 -0.345104E+00
    4      0.3333    3.0000  0.976809E+02  0.371204E+01 -0.635483E+00

     Element No. =    7
 ===== Gaussian stresses by shape function =====
    1      0.0704    3.0704  0.959992E+02  0.433228E+01  0.213309E+01
    2      0.0704    3.2629  0.903917E+02  0.264996E+01  0.202165E+01
    3      0.2629    3.0704  0.959037E+02  0.401375E+01  0.170300E+00
    4      0.2629    3.2629  0.902962E+02  0.233150E+01  0.588531E-01
 ===== Nodal stresses by extrapolation =====
    1     -0.0000    3.0000  0.980866E+02  0.506464E+01  0.289231E+01
    2     -0.0000    3.3333  0.883742E+02  0.215075E+01  0.269930E+01
    3      0.3333    3.0000  0.979212E+02  0.451290E+01 -0.507339E+00
    4      0.3333    3.3333  0.882088E+02  0.159919E+01 -0.700374E+00
 ===== Nodal stresses by shape function =====
    1      0.0000    3.0000  0.980866E+02  0.506458E+01  0.289232E+01
    2      0.0000    3.3333  0.883742E+02  0.215082E+01  0.269928E+01
    3      0.3333    3.0000  0.979212E+02  0.451294E+01 -0.507332E+00
    4      0.3333    3.3333  0.882087E+02  0.159918E+01 -0.700378E+00

     Element No. =    8
 ===== Gaussian stresses by shape function =====
    1      0.0704    3.4038  0.864647E+02  0.246301E+01  0.190490E+01
    2      0.0704    3.5962  0.804506E+02  0.658813E+00  0.183914E+01
    3      0.2629    3.4038  0.864084E+02  0.227516E+01 -0.199585E+00
    4      0.2629    3.5962  0.803942E+02  0.470901E+00 -0.265335E+00
 ===== Nodal stresses by extrapolation =====
    1     -0.0000    3.3333  0.886866E+02  0.319215E+01  0.269927E+01
    2     -0.0000    3.6667  0.782699E+02  0.672194E-01  0.258536E+01
    3      0.3333    3.3333  0.885891E+02  0.286682E+01 -0.945817E+00
    4      0.3333    3.6667  0.781723E+02 -0.258292E+00 -0.105969E+01
 ===== Nodal stresses by shape function =====
    1      0.0000    3.3333  0.886867E+02  0.319214E+01  0.269928E+01
    2      0.0000    3.6667  0.782699E+02  0.671387E-01  0.258539E+01
    3      0.3333    3.3333  0.885890E+02  0.286682E+01 -0.945822E+00
    4      0.3333    3.6667  0.781723E+02 -0.258179E+00 -0.105971E+01

     Element No. =    9
 ===== Gaussian stresses by shape function =====
    1      0.0704    3.7371  0.762893E+02  0.145544E+01  0.164486E+01
    2      0.0704    3.9296  0.690928E+02 -0.703491E+00  0.159424E+01
    3      0.2629    3.7371  0.762460E+02  0.131084E+01 -0.874157E+00
    4      0.2629    3.9296  0.690495E+02 -0.848160E+00 -0.924774E+00
 ===== Nodal stresses by extrapolation =====
    1     -0.0000    3.6667  0.789393E+02  0.229859E+01  0.258541E+01
    2     -0.0000    4.0000  0.664746E+02 -0.144076E+01  0.249773E+01
    3      0.3333    3.6667  0.788642E+02  0.204816E+01 -0.177765E+01
    4      0.3333    4.0000  0.663995E+02 -0.169137E+01 -0.186532E+01
 ===== Nodal stresses by shape function =====
    1      0.0000    3.6667  0.789393E+02  0.229858E+01  0.258537E+01
    2      0.0000    4.0000  0.664746E+02 -0.144086E+01  0.249774E+01
    3      0.3333    3.6667  0.788642E+02  0.204816E+01 -0.177767E+01
    4      0.3333    4.0000  0.663995E+02 -0.169128E+01 -0.186530E+01

     Element No. =   10
 ===== Gaussian stresses by shape function =====
    1      0.4038    1.0704  0.213262E+03  0.814163E+01 -0.406067E+01
    2      0.4038    1.2629  0.187304E+03  0.354218E+00 -0.428636E+01
    3      0.5962    1.0704  0.213069E+03  0.749669E+01 -0.131471E+02
    4      0.5962    1.2629  0.187111E+03 -0.290733E+00 -0.133728E+02
 ===== Nodal stresses by extrapolation =====
    1      0.3333    1.0000  0.222834E+03  0.112281E+02 -0.652205E+00
    2      0.3333    1.3333  0.177874E+03 -0.226011E+01 -0.104311E+01
    3      0.6667    1.0000  0.222499E+03  0.101110E+02 -0.163903E+02
    4      0.6667    1.3333  0.177539E+03 -0.337720E+01 -0.167813E+02
 ===== Nodal stresses by shape function =====
    1      0.3333    1.0000  0.222834E+03  0.112281E+02 -0.652191E+00
    2      0.3333    1.3333  0.177874E+03 -0.226004E+01 -0.104314E+01
    3      0.6667    1.0000  0.222499E+03  0.101110E+02 -0.163903E+02
    4      0.6667    1.3333  0.177539E+03 -0.337717E+01 -0.167813E+02

     Element No. =   11
 ===== Gaussian stresses by shape function =====
    1      0.4038    1.4038  0.175309E+03  0.124250E+02 -0.517924E+01
    2      0.4038    1.5962  0.154381E+03  0.614667E+01 -0.306921E+01
    3      0.5962    1.4038  0.177117E+03  0.184526E+02 -0.125027E+02
    4      0.5962    1.5962  0.156189E+03  0.121742E+02 -0.103927E+02
 ===== Nodal stresses by extrapolation =====
    1      0.3333    1.3333  0.182307E+03  0.125169E+02 -0.327098E+01
    2      0.3333    1.6667  0.146059E+03  0.164239E+01  0.383700E+00
    3      0.6667    1.3333  0.185439E+03  0.229568E+02 -0.159556E+02
    4      0.6667    1.6667  0.149191E+03  0.120824E+02 -0.123010E+02
 ===== Nodal stresses by shape function =====
    1      0.3333    1.3333  0.182307E+03  0.125169E+02 -0.327100E+01
    2      0.3333    1.6667  0.146059E+03  0.164236E+01  0.383667E+00
    3      0.6667    1.3333  0.185439E+03  0.229568E+02 -0.159556E+02
    4      0.6667    1.6667  0.149191E+03  0.120824E+02 -0.123010E+02

     Element No. =   12
 ===== Gaussian stresses by shape function =====
    1      0.4038    1.7371  0.145788E+03  0.122116E+02  0.188594E+01
    2      0.4038    1.9296  0.135456E+03  0.911197E+01  0.180058E+01
    3      0.5962    1.7371  0.145715E+03  0.119677E+02 -0.173080E+01
    4      0.5962    1.9296  0.135382E+03  0.886797E+01 -0.181616E+01
 ===== Nodal stresses by extrapolation =====
    1      0.3333    1.6667  0.149596E+03  0.134355E+02  0.324101E+01
    2      0.3333    2.0000  0.131700E+03  0.806673E+01  0.309316E+01
    3      0.6667    1.6667  0.149470E+03  0.130130E+02 -0.302337E+01
    4      0.6667    2.0000  0.131574E+03  0.764406E+01 -0.317123E+01
 ===== Nodal stresses by shape function =====
    1      0.3333    1.6667  0.149596E+03  0.134355E+02  0.324102E+01
    2      0.3333    2.0000  0.131700E+03  0.806665E+01  0.309312E+01
    3      0.6667    1.6667  0.149470E+03  0.130129E+02 -0.302337E+01
    4      0.6667    2.0000  0.131574E+03  0.764412E+01 -0.317125E+01

     Element No. =   13
 ===== Gaussian stresses by shape function =====
    1      0.4038    2.0704  0.129751E+03  0.104820E+02  0.468058E+01
    2      0.4038    2.2629  0.121722E+03  0.807321E+01  0.406895E+01
    3      0.5962    2.0704  0.129226E+03  0.873421E+01  0.187010E+01
    4      0.5962    2.2629  0.121197E+03  0.632547E+01  0.125845E+01
 ===== Nodal stresses by extrapolation =====
    1      0.3333    2.0000  0.132881E+03  0.120034E+02  0.593315E+01
    2      0.3333    2.3333  0.118975E+03  0.783126E+01  0.487380E+01
    3      0.6667    2.0000  0.131973E+03  0.897614E+01  0.106528E+01
    4      0.6667    2.3333  0.118067E+03  0.480409E+01  0.585628E-02
 ===== Nodal stresses by shape function =====
    1      0.3333    2.0000  0.132881E+03  0.120034E+02  0.593315E+01
    2      0.3333    2.3333  0.118975E+03  0.783136E+01  0.487378E+01
    3      0.6667    2.0000  0.131973E+03  0.897620E+01  0.106525E+01
    4      0.6667    2.3333  0.118067E+03  0.480420E+01  0.587463E-02

     Element No. =   14
 ===== Gaussian stresses by shape function =====
    1      0.4038    2.4038  0.116901E+03  0.812253E+01  0.516167E+01
    2      0.4038    2.5962  0.110411E+03  0.617572E+01  0.452017E+01
    3      0.5962    2.4038  0.116351E+03  0.628997E+01  0.289073E+01
    4      0.5962    2.5962  0.109861E+03  0.434312E+01  0.224924E+01
 ===== Nodal stresses by extrapolation =====
    1      0.3333    2.3333  0.119477E+03  0.950587E+01  0.622770E+01
    2      0.3333    2.6667  0.108237E+03  0.613392E+01  0.511659E+01
    3      0.6667    2.3333  0.118525E+03  0.633181E+01  0.229431E+01
    4      0.6667    2.6667  0.107285E+03  0.295973E+01  0.118321E+01
 ===== Nodal stresses by shape function =====
    1      0.3333    2.3333  0.119477E+03  0.950586E+01  0.622770E+01
    2      0.3333    2.6667  0.108237E+03  0.613373E+01  0.511659E+01
    3      0.6667    2.3333  0.118525E+03  0.633185E+01  0.229433E+01
    4      0.6667    2.6667  0.107285E+03  0.295974E+01  0.118321E+01

     Element No. =   15
 ===== Gaussian stresses by shape function =====
    1      0.4038    2.7371  0.106206E+03  0.580463E+01  0.478783E+01
    2      0.4038    2.9296  0.100404E+03  0.406412E+01  0.429942E+01
    3      0.5962    2.7371  0.105787E+03  0.440895E+01  0.275707E+01
    4      0.5962    2.9296  0.999855E+02  0.266849E+01  0.226866E+01
 ===== Nodal stresses by extrapolation =====
    1      0.3333    2.6667  0.108483E+03  0.695256E+01  0.570992E+01
    2      0.3333    3.0000  0.984340E+02  0.393788E+01  0.486396E+01
    3      0.6667    2.6667  0.107757E+03  0.453515E+01  0.219253E+01
    4      0.6667    3.0000  0.977087E+02  0.152060E+01  0.134658E+01
 ===== Nodal stresses by shape function =====
    1      0.3333    2.6667  0.108482E+03  0.695245E+01  0.570992E+01
    2      0.3333    3.0000  0.984339E+02  0.393793E+01  0.486397E+01
    3      0.6667    2.6667  0.107757E+03  0.453522E+01  0.219252E+01
    4      0.6667    3.0000  0.977088E+02  0.152063E+01  0.134657E+01

     Element No. =   16
 ===== Gaussian stresses by shape function =====
    1      0.4038    3.0704  0.965196E+02  0.379202E+01  0.415705E+01
    2      0.4038    3.2629  0.909034E+02  0.210718E+01  0.384143E+01
    3      0.5962    3.0704  0.962490E+02  0.289018E+01  0.219115E+01
    4      0.5962    3.2629  0.906328E+02  0.120543E+01  0.187553E+01
 ===== Nodal stresses by extrapolation =====
    1      0.3333    3.0000  0.986743E+02  0.473883E+01  0.499214E+01
    2      0.3333    3.3333  0.889468E+02  0.182053E+01  0.444547E+01
    3      0.6667    3.0000  0.982057E+02  0.317674E+01  0.158710E+01
    4      0.6667    3.3333  0.884781E+02  0.258716E+00  0.104044E+01
 ===== Nodal stresses by shape function =====
    1      0.3333    3.0000  0.986743E+02  0.473883E+01  0.499213E+01
    2      0.3333    3.3333  0.889467E+02  0.182056E+01  0.444548E+01
    3      0.6667    3.0000  0.982056E+02  0.317682E+01  0.158708E+01
    4      0.6667    3.3333  0.884781E+02  0.258545E+00  0.104042E+01

     Element No. =   17
 ===== Gaussian stresses by shape function =====
    1      0.4038    3.4038  0.871131E+02  0.224951E+01  0.337828E+01
    2      0.4038    3.5962  0.812216E+02  0.482056E+00  0.319490E+01
    3      0.5962    3.4038  0.869559E+02  0.172560E+01  0.131665E+01
    4      0.5962    3.5962  0.810645E+02 -0.418091E-01  0.113327E+01
 ===== Nodal stresses by extrapolation =====
    1      0.3333    3.3333  0.893270E+02  0.308822E+01  0.420001E+01
    2      0.3333    3.6667  0.791227E+02  0.268635E-01  0.388239E+01
    3      0.6667    3.3333  0.890548E+02  0.218075E+01  0.629156E+00
    4      0.6667    3.6667  0.788505E+02 -0.880468E+00  0.311541E+00
 ===== Nodal stresses by shape function =====
    1      0.3333    3.3333  0.893270E+02  0.308820E+01  0.420003E+01
    2      0.3333    3.6667  0.791227E+02  0.268555E-01  0.388239E+01
    3      0.6667    3.3333  0.890548E+02  0.218085E+01  0.629169E+00
    4      0.6667    3.6667  0.788505E+02 -0.880442E+00  0.311539E+00

     Element No. =   18
 ===== Gaussian stresses by shape function =====
    1      0.4038    3.7371  0.772952E+02  0.144415E+01  0.224667E+01
    2      0.4038    3.9296  0.705322E+02 -0.584778E+00  0.210667E+01
    3      0.5962    3.7371  0.771752E+02  0.104407E+01 -0.120674E+00
    4      0.5962    3.9296  0.704121E+02 -0.984924E+00 -0.260681E+00
 ===== Nodal stresses by extrapolation =====
    1      0.3333    3.6667  0.798146E+02  0.233323E+01  0.316443E+01
    2      0.3333    4.0000  0.681007E+02 -0.118095E+01  0.292194E+01
    3      0.6667    3.6667  0.796067E+02  0.164030E+01 -0.935936E+00
    4      0.6667    4.0000  0.678927E+02 -0.187406E+01 -0.117844E+01
 ===== Nodal stresses by shape function =====
    1      0.3333    3.6667  0.798146E+02  0.233325E+01  0.316446E+01
    2      0.3333    4.0000  0.681007E+02 -0.118091E+01  0.292194E+01
    3      0.6667    3.6667  0.796067E+02  0.164026E+01 -0.935917E+00
    4      0.6667    4.0000  0.678927E+02 -0.187393E+01 -0.117844E+01

     Element No. =   19
 ===== Gaussian stresses by shape function =====
    1      0.7371    3.7371  0.790075E+02  0.127441E+01  0.252750E+01
    2      0.7371    3.9296  0.730151E+02 -0.523254E+00  0.233202E+01
    3      0.9296    3.7371  0.788400E+02  0.715836E+00  0.429966E+00
    4      0.9296    3.9296  0.728475E+02 -0.108191E+01  0.234467E+00
 ===== Nodal stresses by extrapolation =====
    1      0.6667    3.6667  0.812623E+02  0.213685E+01  0.336681E+01
    2      0.6667    4.0000  0.708830E+02 -0.976755E+00  0.302822E+01
    3      1.0000    3.6667  0.809720E+02  0.116941E+01 -0.266227E+00
    4      1.0000    4.0000  0.705927E+02 -0.194442E+01 -0.604849E+00
 ===== Nodal stresses by shape function =====
    1      0.6667    3.6667  0.812623E+02  0.213696E+01  0.336681E+01
    2      0.6667    4.0000  0.708830E+02 -0.976807E+00  0.302823E+01
    3      1.0000    3.6667  0.809720E+02  0.116943E+01 -0.266251E+00
    4      1.0000    4.0000  0.705928E+02 -0.194436E+01 -0.604843E+00

     Element No. =   20
 ===== Gaussian stresses by shape function =====
    1      0.7371    3.4038  0.881852E+02  0.167236E+01  0.424202E+01
    2      0.7371    3.5962  0.825040E+02 -0.320129E-01  0.398184E+01
    3      0.9296    3.4038  0.879623E+02  0.929169E+00  0.225399E+01
    4      0.9296    3.5962  0.822810E+02 -0.775314E+00  0.199380E+01
 ===== Nodal stresses by extrapolation =====
    1      0.6667    3.3333  0.903463E+02  0.256822E+01  0.506492E+01
    2      0.6667    3.6667  0.805061E+02 -0.383776E+00  0.461428E+01
    3      1.0000    3.3333  0.899602E+02  0.128104E+01  0.162155E+01
    4      1.0000    3.6667  0.801198E+02 -0.167128E+01  0.117090E+01
 ===== Nodal stresses by shape function =====
    1      0.6667    3.3333  0.903464E+02  0.256830E+01  0.506494E+01
    2      0.6667    3.6667  0.805060E+02 -0.383789E+00  0.461429E+01
    3      1.0000    3.3333  0.899602E+02  0.128094E+01  0.162154E+01
    4      1.0000    3.6667  0.801198E+02 -0.167115E+01  0.117088E+01

     Element No. =   21
 ===== Gaussian stresses by shape function =====
    1      0.7371    3.0704  0.973532E+02  0.248627E+01  0.537551E+01
    2      0.7371    3.2629  0.916967E+02  0.789307E+00  0.491869E+01
    3      0.9296    3.0704  0.969616E+02  0.118095E+01  0.339559E+01
    4      0.9296    3.2629  0.913051E+02 -0.515930E+00  0.293878E+01
 ===== Nodal stresses by extrapolation =====
